name,neighborhood,borough,website,menu_url,notes,source
Long Acre Tavern,Midtown-Midtown South,Manhattan,https://longacrenyc.com/,https://longacrenyc.com/food/,"DOHMH American; 146 West 47 Street, 10036 | web check 2026-09-24",dohmh-diner-pub
Lotos Club Grill Room,Upper East Side-Carnegie Hill,Manhattan,https://www.lotosclub.org/Dining,,"DOHMH American; 5 East 66 Street, 10065 | web check 2026-09-24",dohmh-diner-pub
Lovely's Old Fashioned,Clinton,Manhattan,https://lovelysoldfashioned.com/,https://lovelysoldfashioned.com/menu,"DOHMH Hamburgers; 642 9 Avenue, 10036 | web check 2026-09-24",dohmh-hamburgers
Luke's Bar & Grill,Upper East Side-Carnegie Hill,Manhattan,https://lukesbarandgrill.com/,https://lukesbarandgrill.com/menu/,"DOHMH American; 1394 Third Avenue, 10075 | web check 2026-09-24",dohmh-diner-pub
Macdougal Street Alehouse,West Village,Manhattan,https://www.macdougalstreetalehouse.com/,,"DOHMH American; 122 Macdougal Street, 10012 | web check 2026-09-24",dohmh-diner-pub
Madison Bagel and Grill,Chinatown-Lower East Side,Manhattan,http://www.madisonbagelgrill.com/,http://www.madisonbagelgrill.com/menu,"DOHMH American; 5 Madison Street, 10038 | web check 2026-09-24",dohmh-diner-pub
Manhattan Diner,Upper West Side,Manhattan,https://manhattandiner.nyc/,https://manhattandiner.nyc/food-menu,"DOHMH American; 2532 Broadway, 10025 | web check 2026-09-24",dohmh-diner-pub
McCoy's Pub,Clinton,Manhattan,http://mccoysbarnyc.com/,,"DOHMH Irish; 768 9 Avenue, 10019 | web check 2026-09-24",dohmh-diner-pub
McSorley's Old Ale House,East Village,Manhattan,https://mcsorleysoldalehouse.nyc/,https://mcsorleysoldalehouse.nyc/menu/,"DOHMH Irish; 15 East 7 Street, 10003 | web check 2026-09-24",dohmh-diner-pub
"Megan's Bar and Kitchen, Kevin's Pub",Midtown-Midtown South,Manhattan,https://www.megansbarandkitchen.net/,https://www.megansbarandkitchen.net/menus/,"DOHMH American; 7 West 45 Street, 10036 | web check 2026-09-24",dohmh-diner-pub
Meller's Sports Hub & Grill,Yorkville,Manhattan,https://www.mellers1702.com/,https://www.mellers1702.com/new-menu,"DOHMH American; 1702 2 Avenue, 10128 | web check 2026-09-24",dohmh-diner-pub
Metro Diner,Upper West Side,Manhattan,https://metrodiner.nyc/,https://metrodiner.nyc/food-menu,"DOHMH American; 2641 Broadway, 10025 | web check 2026-09-24",dohmh-diner-pub
Mister Dips,Battery Park City-Lower Manhattan,Manhattan,https://www.misterdips.com/,https://www.misterdips.com/menu/seaport/,"DOHMH Hamburgers; 89 South Street, 10038 | web check 2026-09-24",dohmh-hamburgers
Monte Carlo Diner,East Harlem North,Manhattan,https://www.montecarlodiner.com/,https://www.grubhub.com/restaurant/monte-carlo-diner-2162-2nd-avenue-new-york/5893480,"DOHMH American; 2162 2 Avenue, 10029 | web check 2026-09-24",dohmh-diner-pub
Moonburger,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,https://www.moonburger.com/nolita,https://order.toasttab.com/online/moonburger-nolita-72-kenmare-street/,"DOHMH Hamburgers; 72 Kenmare Street, 10012 | web check 2026-09-24",dohmh-hamburgers
Mr. Biggs Bar and Grill,Clinton,Manhattan,http://www.mrbiggsbargrill.com/,http://www.mrbiggsbargrill.com/menu,"DOHMH American; 596 10 Avenue, 10036 | web check 2026-09-24",dohmh-diner-pub
Murphy's Irish Pub,Turtle Bay-East Midtown,Manhattan,https://murphyspubnyc.com/,https://murphyspubnyc.com/food-menu,"DOHMH Irish; 986 2 Avenue, 10022 | web check 2026-09-24",dohmh-diner-pub
Murray Hill Diner,Murray Hill-Kips Bay,Manhattan,https://www.murrayhilldiner.com/,https://www.getsauce.com/order/murray-hill-diner/menu,"DOHMH American; 222 Lexington Avenue, 10016 | web check 2026-09-24",dohmh-diner-pub
Muscle Maker Grill,Clinton,Manhattan,https://www.musclemakergrill.com/,https://www.musclemakergrill.com/menu,"DOHMH American; 695 10 Avenue, 10036 | web check 2026-09-24",dohmh-diner-pub
Nadc Burger,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,https://www.nadcburger.com/,https://www.nadcburger.com/menu,"DOHMH American; 25 Cleveland Place, 10012 | web check 2026-09-24",dohmh-diner-pub
Nancy Whiskey Pub,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,https://nancywhiskeypub.nyc/,https://img1.wsimg.com/blobby/go/d2fd05d0-ec46-451c-8720-8a0cd564b05d/NWP%20MENU%2092024.pdf,"DOHMH American; 1 Lispenard Street, 10013 | web check 2026-09-24",dohmh-diner-pub
Nomad Diner / Art Nomad,Midtown-Midtown South,Manhattan,https://www.nomaddinernyc.com/,https://www.nomaddinernyc.com/menus/,"DOHMH American; 11 East 31 Street, 10016 | web check 2026-09-24",dohmh-diner-pub
Old John's Diner,Lincoln Square,Manhattan,https://www.iloveoldjohns.com/,https://www.iloveoldjohns.com/menus,"DOHMH American; 148 West 67 Street, 10023 | web check 2026-09-24",dohmh-diner-pub
Orbital Kitchens/ Little Mint/ Crumb/ Dum Poke/ Naka/ Craft Burger/ Lucky Mao/ Wing Box/ Poblano,West Village,Manhattan,https://www.orbitalkitchens.com/,https://www.grubhub.com/restaurant/craft-burger-74-5th-ave-new-york/2201184,"DOHMH American; 74 5 Avenue, 10011 | web check 2026-09-24",dohmh-diner-pub
Orion Diner & Grill,Gramercy,Manhattan,https://oriondinerandgrill.com/,https://oriondinerandgrill.com/menu,"DOHMH American; 395 2 Avenue, 10010 | web check 2026-09-24",dohmh-diner-pub
P.McDAID'S IRISH PUB,Midtown-Midtown South,Manhattan,https://pmcdaidsirishpubnyc.com/,https://pmcdaidsirishpubnyc.com/new-york-midtown-west-p-mc-daids-irish-pub-food-menu,"DOHMH American; 837 7 Avenue, 10019 | web check 2026-09-24",dohmh-diner-pub
Park Avenue Tavern,Murray Hill-Kips Bay,Manhattan,https://parkavenuetavern.com/,https://parkavenuetavern.com/nyc/menu/,"DOHMH American; 99 Park Avenue, 10016 | web check 2026-09-24",dohmh-diner-pub
Parnell's Pub,Turtle Bay-East Midtown,Manhattan,https://www.parnellsnyc.com/,https://www.parnellsnyc.com/_files/ugd/7ef9e7_22a3bfdc8d204475a8912f864cbc39d0.pdf,"DOHMH Irish; 350 East 53 Street, 10022 | web check 2026-09-24",dohmh-diner-pub
Pete's Tavern,Gramercy,Manhattan,https://www.petestavern.com/,https://www.petestavern.com/all-day-menu,"DOHMH American; 129 East 18 Street, 10003 | web check 2026-09-24",dohmh-diner-pub
Playwright Celtic Pub,Midtown-Midtown South,Manhattan,https://playwrightcelticpubnyc.com/,https://playwrightcelticpubnyc.com/new-york-time-sq-playwright-celtic-pub-food-menu,"DOHMH Irish; 732 8 Avenue, 10036 | web check 2026-09-24",dohmh-diner-pub
Playwright Irish Pub,Midtown-Midtown South,Manhattan,https://www.playwrightirishpubnyc.com/,https://www.playwrightirishpubnyc.com/menu/main-menu/,"DOHMH Irish; 27 West 35 Street, 10001 | web check 2026-09-24",dohmh-diner-pub
Polar Pub,Battery Park City-Lower Manhattan,Manhattan,,,"DOHMH American; 185 Greenwich Street, 10007",dohmh-diner-pub
Raven Pub,Lenox Hill-Roosevelt Island,Manhattan,,,"DOHMH American; 1471 1 Avenue, 10075",dohmh-diner-pub
Reif's Tavern,Yorkville,Manhattan,https://www.reifsbar.com/,,"DOHMH American; 302 East 92 Street, 10128 | web check 2026-09-24",dohmh-diner-pub
Remedy Diner,Chinatown-Lower East Side,Manhattan,https://remedydinerny.com/,https://remedydinerny.com/menu,"DOHMH American; 245 East Houston Street, 10002 | web check 2026-09-24",dohmh-diner-pub
Revelie Luncheonette,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,http://revelie.com/,http://revelie.com/menu/dinner/,"DOHMH American; 179 Prince Street, 10012 | web check 2026-09-24",dohmh-diner-pub
S & P Cafe and Grill,Central Harlem North-Polo Grounds,Manhattan,,https://www.grubhub.com/restaurant/sp-cafe-and-grill-2252-5th-avenue-new-york/5626040,"DOHMH American; 2252 5 Avenue, 10037 | web check 2026-09-24",dohmh-diner-pub
Scallywag's Irish Pub & Rest,Clinton,Manhattan,,https://scallywagsirishpubrestaurant.netwaiter.com/,"DOHMH Irish; 508 9 Avenue, 10018 | web check 2026-09-24",dohmh-diner-pub
Schnipper's Quality Kitchen,Midtown-Midtown South,Manhattan,https://www.schnippers.com/,https://www.schnippers.com/menus/,"DOHMH Hamburgers; 620 8 Avenue, 10018 | web check 2026-09-24",dohmh-hamburgers
Slattery's Midtown Pub,Murray Hill-Kips Bay,Manhattan,https://slatterysmidtownpub.com/,https://slatterysmidtownpub.com/new-york-midtown-east-murray-hill-madison-square-garden-grand-central-penn-station-slattery-s-mid-town-pub-food-menu,"DOHMH American; 8 East 36 Street, 10016 | web check 2026-09-24",dohmh-diner-pub
Smash House,Midtown-Midtown South,Manhattan,https://www.smashhouseburgers.com/,https://order.toasttab.com/online/smash-house-47th-st-33-west-47-street,"DOHMH Hamburgers; 33 West 47 Street, 10036 | web check 2026-09-24",dohmh-hamburgers
Smashy Burger,Gramercy,Manhattan,https://www.smashyclub.com/,https://www.smashyclub.com/newyork,"DOHMH American; 42 Union Square East, 10003 | web check 2026-09-24",dohmh-diner-pub
Smile Burger,Hudson Yards-Chelsea-Flat Iron-Union Square,Manhattan,https://smileburgernyc.com/,https://smileburgernyc.com/order,"DOHMH American; 601 West 26 Street, 10001 | web check 2026-09-24",dohmh-diner-pub
Sonny's Pub,Murray Hill-Kips Bay,Manhattan,https://sonnyspubnyc.com/,https://sonnyspubnyc.com/food-menu,"DOHMH Irish; 16 East 41 Street, 10017 | web check 2026-09-24",dohmh-diner-pub
Squire's Diner,Battery Park City-Lower Manhattan,Manhattan,https://squiresdiner.com/,https://squiresdiner.com/menu,"DOHMH American; 80 Beekman Street, 10038 | web check 2026-09-24",dohmh-diner-pub
St. Patrick's Bar and Grill,Midtown-Midtown South,Manhattan,https://stpatsbar.com/,https://stpatsbar.com/new-york-midtown-st-pats-bar-and-grill-nyc-food-menu,"DOHMH American; 22 West 46 Street, 10036 | web check 2026-09-24",dohmh-diner-pub
State Grill and Bar,Midtown-Midtown South,Manhattan,https://www.stategrillesb.com/,https://www.stategrillesb.com/menus/dinner/,"DOHMH American; 350 5 Avenue, 10118 | web check 2026-09-24",dohmh-diner-pub
Stone Street Tavern,Battery Park City-Lower Manhattan,Manhattan,https://stonestreettavernnyc.com/,https://stonestreettavernnyc.com/documents/food.pdf,"DOHMH American; 85 Pearl Street, 10004 | web check 2026-09-24",dohmh-diner-pub
Symth Tavern,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,https://www.smythtribeca.com/dining/smyth-tavern/,https://www.smythtribeca.com/dining/smyth-tavern/,"DOHMH American; 85 West Broadway, 10007 | web check 2026-09-24",dohmh-diner-pub
Tavern 29,Midtown-Midtown South,Manhattan,https://tavern29.com/,https://www.tavern29.com/menu,"DOHMH American; 47 East 29 Street, 10016 | web check 2026-09-24",dohmh-diner-pub
Tavern on Reade,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,https://tavernonreade.com/,https://tavernonreade.com/manhattan-tribeca-tavern-on-reade-food-menu,"DOHMH American; 59 Reade Street, 10007 | web check 2026-09-24",dohmh-diner-pub
Tfs Burger Works,Turtle Bay-East Midtown,Manhattan,https://www.tfsburgerworks.com/midtown,https://order.toasttab.com/online/tfs-burger-works-midtown-east,"DOHMH American; 401 East 50 Street, 10022 | web check 2026-09-24",dohmh-diner-pub
The Ambassador Grill and Lounge,Turtle Bay-East Midtown,Manhattan,https://www.ambassadorgrillnyc.com/,https://www.ambassadorgrillnyc.com/dinnermenus-1,"DOHMH American; 1 United Nations Plaza, 10017 | web check 2026-09-24",dohmh-diner-pub
The Blarney Stone Pub & Restaurant,Midtown-Midtown South,Manhattan,,https://www.seamless.com/menu/the-blarney-stone-410-8th-ave-new-york/6498328,"DOHMH American; 410 8 Avenue, 10001 | web check 2026-09-24",dohmh-diner-pub
The Brazen Tavern,Clinton,Manhattan,https://www.thebrazentavern.com/,https://www.thebrazentavern.com/food-menu,"DOHMH American; 356 West 44 Street, 10036 | web check 2026-09-24",dohmh-diner-pub
The Broadway Tavern,Hamilton Heights,Manhattan,https://thebroadwaytavern.online/,https://www.toasttab.com/local/order/the-broadway-tavern-3493-broadway/r-1b0fb180-cd76-4798-a0e8-e728ae6082b1,"DOHMH American; 3493 Broadway, 10031 | web check 2026-09-24",dohmh-diner-pub
The Capital Grille,Midtown-Midtown South,Manhattan,https://www.thecapitalgrille.com/locations/ny/new-york/nyc-rockefeller-center/8038,https://www.thecapitalgrille.com/menu,"DOHMH American; 120 West 51 Street, 10019 | web check 2026-09-24",dohmh-diner-pub
The Comfort Diner,Turtle Bay-East Midtown,Manhattan,https://www.comfortdiner.com/,https://www.comfortdiner.com/order,"DOHMH American; 214 East 45 Street, 10017 | web check 2026-09-24",dohmh-diner-pub
The Famous Cozy Soup 'n Burger,West Village,Manhattan,https://cozysoupandburger.com/,https://www.grubhub.com/restaurant/cozy-soup--burger-739-broadway-ave-new-york/22045,"DOHMH American; 739 Broadway, 10003 | web check 2026-09-24",dohmh-diner-pub
The Flame Diner,Clinton,Manhattan,https://www.theflamediner.com/,https://www.getsauce.com/order/the-flame-diner/menu,"DOHMH American; 893 9 Avenue, 10019 | web check 2026-09-24",dohmh-diner-pub
The Gem Saloon,Murray Hill-Kips Bay,Manhattan,https://www.thegemsaloonnyc.com/,https://www.thegemsaloonnyc.com/menus/,"DOHMH American; 375 3 Avenue, 10016 | web check 2026-09-24",dohmh-diner-pub
The Landmark Tavern,Clinton,Manhattan,https://thelandmarktavern.com/,https://thelandmarktavern.com/new-york-hell-s-kitchen-landmark-tavern-food-menu,"DOHMH Irish; 626 11 Avenue, 10036 | web check 2026-09-24",dohmh-diner-pub
The Molly Wee Pub,Midtown-Midtown South,Manhattan,https://themollywee.com/,https://themollywee.com/new-york-midtown-penn-station-madison-square-garden-molly-wee-pub-and-restaurant-food-menu,"DOHMH Irish; 402 8 Avenue, 10001 | web check 2026-09-24",dohmh-diner-pub
The Regency Bar & Grill / Sant Ambroeus,Upper East Side-Carnegie Hill,Manhattan,https://www.loewshotels.com/regency-hotel/dining/restaurant,https://www.loewshotels.com/regency-hotel/rbg-menus,"DOHMH American; 540 Park Avenue, 10065 | web check 2026-09-24",dohmh-diner-pub
The Sea Fire Grill,Turtle Bay-East Midtown,Manhattan,https://theseafiregrill.com/nyc/,https://theseafiregrill.com/menus/lunch/,"DOHMH American; 160 East 48 Street, 10017 | web check 2026-09-24",dohmh-diner-pub
The Village Tavern,West Village,Manhattan,https://thevillagetavern.nyc/,,"DOHMH American; 46 Bedford Street, 10014 | web check 2026-09-24",dohmh-diner-pub
The Yard's Pub,Hudson Yards-Chelsea-Flat Iron-Union Square,Manhattan,https://theyardspubnyc.com/,https://theyardspubnyc.com/food-menu,"DOHMH American; 472 9 Avenue, 10018 | web check 2026-09-24",dohmh-diner-pub
Third Avenue Ale House,Upper East Side-Carnegie Hill,Manhattan,https://www.thirdavealehousenyc.com/,,"DOHMH American; 1644 3 Avenue, 10128 | web check 2026-09-24",dohmh-diner-pub
Tick Tock Diner/ Butcher and the Banker,Hudson Yards-Chelsea-Flat Iron-Union Square,Manhattan,https://www.ticktockdinerny.com/,https://www.ticktockdinerny.com/s/ALL-DAY-Menu-TICK-TOCK-DINER-NY-212-268-8444.pdf,"DOHMH American; 481 8 Avenue, 10001 | web check 2026-09-24",dohmh-diner-pub
Tria Diner,Chinatown-Lower East Side,Manhattan,,,"DOHMH American; 22 Chatham Square, 10038",dohmh-diner-pub
Trump Cafe & Grill,Midtown-Midtown South,Manhattan,https://www.trumptowerny.com/,https://www.trumptowerny.com/menu/midtown-nyc-lunch-restaurant,"DOHMH American; 725 5 Avenue, 10022 | web check 2026-09-24",dohmh-diner-pub
Utopia Diner,Lincoln Square,Manhattan,https://www.utopiadiner.com/,https://www.utopiadiner.com/ShowMenu.tpl,"DOHMH American; 267 Amsterdam Avenue, 10023 | web check 2026-09-24",dohmh-diner-pub
Wainwright's Tavern,Upper East Side-Carnegie Hill,Manhattan,https://wainwrightstavern.com/,https://wainwrightstavern.com/Menu,"DOHMH American; 1278 3 Avenue, 10021 | web check 2026-09-24",dohmh-diner-pub
Washington Square Diner,West Village,Manhattan,,,"DOHMH American; 150 West 4 Street, 10012",dohmh-diner-pub
Westside Tavern,Hudson Yards-Chelsea-Flat Iron-Union Square,Manhattan,https://www.westsidetavern.com/,,"DOHMH American; 360 West 23 Street, 10011 | web check 2026-09-24",dohmh-diner-pub
Whiskey Tavern,Chinatown-Lower East Side,Manhattan,https://whiskeytavernnyc.com/,https://whiskeytavernnyc.com/menu/,"DOHMH American; 79 Baxter Street, 10013 | web check 2026-09-24",dohmh-diner-pub
White Oak Tavern,West Village,Manhattan,https://www.whiteoakny.com/,https://www.whiteoakny.com/menu/dinner-menu/,"DOHMH American; 21 Waverly Place, 10003 | web check 2026-09-24",dohmh-diner-pub
Wogies Bar & Grill,Battery Park City-Lower Manhattan,Manhattan,https://www.wogies.com/,https://www.wogies.com/fidi-menu,"DOHMH American; 44 Trinity Place, 10006 | web check 2026-09-24",dohmh-diner-pub
Wolfe Tone's Pub & Kitchen,Midtown-Midtown South,Manhattan,https://www.wolfetonespub.com/,https://www.wolfetonespub.com/,"DOHMH Irish; 37 East 29 Street, 10016 | web check 2026-09-24",dohmh-diner-pub
Wrap n Run Grill,Upper East Side-Carnegie Hill,Manhattan,http://orderwrapnrun.com/,http://orderwrapnrun.com/print.php,"DOHMH American; 1125 Lexington Avenue, 10075 | web check 2026-09-24",dohmh-diner-pub
Z-Grill Salad Pizza,Clinton,Manhattan,https://zgrillpizzerianyc.com/,https://zgrillpizzerianyc.com/menu/,"DOHMH American; 803 8 Avenue, 10019 | web check 2026-09-24",dohmh-diner-pub
Zafi's Luncheonette,Lower East Side-Alphabet City,Manhattan,,https://www.grubhub.com/restaurant/zafis-luncheonette-500-grand-st-new-york/279156,"DOHMH American; 500 Grand Street, 10002 | web check 2026-09-24",dohmh-diner-pub
7th Avenue Donuts & Diner,Park Slope-Gowanus,Brooklyn,https://7thavedonuts.com/,https://7thavedonuts.com/menu,"DOHMH American; 324 7 Avenue, 11215 | web check 2026-09-24",dohmh-diner-pub
7th Street Burger,Williamsburg,Brooklyn,https://7thstreetburger.com/,https://7thstreetburger.com/menu,"DOHMH Hamburgers; 177 Bedford Avenue, 11211 | web check 2026-09-24",dohmh-hamburgers
Affy's Premium Grill,Midwood,Brooklyn,https://affyspremiumgrill.com/,https://affyspremiumgrill.com/menu/,"DOHMH American; 1909 Coney Island Avenue, 11230 | web check 2026-09-24",dohmh-diner-pub
All Star Burgers,Fort Greene,Brooklyn,https://allstarburgers.net,https://all-star-burgers-brooklyn.cloveronline.com/menu,"DOHMH American; 154 Clinton Avenue, 11205 | web check 2026-09-24",dohmh-diner-pub
Atlantis Diner,Canarsie,Brooklyn,,,"DOHMH American; 8600 Foster Avenue, 11236",dohmh-diner-pub
Banks Tavern,Greenpoint,Brooklyn,,,"DOHMH American; 19 Greenpoint Avenue, 11222",dohmh-diner-pub
Bar Basic,Park Slope-Gowanus,Brooklyn,,https://www.grubhub.com/restaurant/bar-bsico-71-7th-ave-brooklyn/904506,"DOHMH Hamburgers; 71 7 Avenue, 11217 | web check 2026-09-24",dohmh-hamburgers
Bay Ridge Diner,Bay Ridge,Brooklyn,https://bayridgediner.net/,,"DOHMH American; 8017 5 Avenue, 11209 | web check 2026-09-24",dohmh-diner-pub
Bear Burgers,Canarsie,Brooklyn,https://bearburgersbk.com/,https://bearburgersbk.com/menu/,"DOHMH American; 8923 Flatlands Avenue, 11236 | web check 2026-09-24",dohmh-diner-pub
Best Burger Palace,Crown Heights North,Brooklyn,,,"DOHMH American; 986 Atlantic Avenue, 11238",dohmh-diner-pub
Bhi Thursdays,Homecrest,Brooklyn,https://www.bhithursdays.com/,https://www.bhithursdays.com/menu,"DOHMH Hamburgers; 722 Kings Highway, 11223 | web check 2026-09-24",dohmh-hamburgers
Big John's Coffee Shop & Grill,Sunset Park West,Brooklyn,,,"DOHMH American; 876 4 Avenue, 11232",dohmh-diner-pub
Birdies Hot Chicken / Sydney Burger,East Williamsburg,Brooklyn,,,"DOHMH American; 810 Grand Street, 11211",dohmh-diner-pub
BK Halal Grill,Crown Heights North,Brooklyn,https://bkhalalgrill.com/,https://bkhalalgrill.com/order,"DOHMH American; 619 Nostrand Avenue, 11216 | web check 2026-09-24",dohmh-diner-pub
Black Horses Tavern,Bensonhurst West,Brooklyn,,,"DOHMH American; 7507 New Utrecht Avenue, 11214",dohmh-diner-pub
Blossom Diner,Bay Ridge,Brooklyn,https://blossomdiner.com/,https://order.blossomdiner.com/restaurant/order-online-28078.html,"DOHMH American; 8518 5 Avenue, 11209 | web check 2026-09-24",dohmh-diner-pub
Blue Collar Burger,Greenpoint,Brooklyn,,,"DOHMH Hamburgers; 704 Manhattan Avenue, 11222",dohmh-hamburgers
Bronze Tavern,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn,,,"DOHMH American; 479 Atlantic Avenue, 11217",dohmh-diner-pub
Brooklyn Bangers & Dogs,Park Slope-Gowanus,Brooklyn,,,"DOHMH Hamburgers; 620 Atlantic Avenue, 11217",dohmh-hamburgers
Brooklyn Bridge Diner,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn,,,"DOHMH American; 63 Tillary Street, 11201",dohmh-diner-pub
Brooklyn Burgers & Beer,Park Slope-Gowanus,Brooklyn,https://brooklynburgersandbeer.com/,https://brooklynburgersandbeer.com/media/menus/Dinner_Menu_Website_g84mp9H.pdf,"DOHMH American; 259 5 Avenue, 11215 | web check 2026-09-24",dohmh-diner-pub
Bull's Eye Sports Pub,Flatlands,Brooklyn,,,"DOHMH American; 2073 Flatbush Avenue, 11234",dohmh-diner-pub
Burger Joint,Sunset Park West,Brooklyn,https://www.burgerjointny.com/,https://www.burgerjointny.com/industry-city,"DOHMH Hamburgers; 220 36 Street, 11232 | web check 2026-09-24",dohmh-hamburgers
Burger Urway,park-cemetery-etc-Brooklyn,Brooklyn,https://burgerurway.com/,https://www.grubhub.com/restaurant/burger-urway-40-washington-ave-brooklyn/271236,"DOHMH American; 40 Washington Avenue, 11205 | web check 2026-09-24",dohmh-diner-pub
Burger Village,Park Slope-Gowanus,Brooklyn,https://www.burgervillage.com/,https://burgervillage.thefastbite.com/categories.php?location=4,"DOHMH Hamburgers; 222 7 Avenue, 11215 | web check 2026-09-24",dohmh-hamburgers
Bushwick Burger Co.,Bushwick North,Brooklyn,https://bushwickburgerco.com/,https://bushwickburgerco.com/menu,"DOHMH Hamburgers; 354 Cornelia Street, 11237 | web check 2026-09-24",dohmh-hamburgers
Captain Dan's Good Time Tavern,Bedford,Brooklyn,https://www.captdansgoodtimetavern.com/,https://www.captdansgoodtimetavern.com/brooklyn-captain-dan-s-andquot-good-timeandquot-tavern-food-menu,"DOHMH American; 497 Greene Avenue, 11216 | web check 2026-09-24",dohmh-diner-pub
Carnegie Diner and Cafe,Stuyvesant Heights,Brooklyn,,,"DOHMH American; 1260 Broadway, 11221",dohmh-diner-pub
Daisy's Diner,Park Slope-Gowanus,Brooklyn,https://daisysdiner.com/,https://direct.chownow.com/order/40811/locations/61894,"DOHMH American; 452 5 Avenue, 11215 | web check 2026-09-24",dohmh-diner-pub
Denny's Pub,Kensington-Ocean Parkway,Brooklyn,,,"DOHMH American; 106 Beverly Road, 11218",dohmh-diner-pub
Dyker Beach Golf,park-cemetery-etc-Brooklyn,Brooklyn,https://www.dykerbeachgc.com/,,"DOHMH American; 1020 86th Street, 11228 | web check 2026-09-24",dohmh-diner-pub
El Mekkah Bar & Grill,Bushwick North,Brooklyn,,https://www.grubhub.com/restaurant/el-mekkah-bar--grill-277-wyckoff-avenue-brooklyn/9632768,"DOHMH American; 277 Wyckoff Avenue, 11237 | web check 2026-09-24",dohmh-diner-pub
Essence Bar & Grill,Crown Heights North,Brooklyn,,https://www.grubhub.com/restaurant/essence-bar--grill-1662-atlantic-ave-brooklyn/6474512,"DOHMH American; 1662 Atlantic Avenue, 11213 | web check 2026-09-24",dohmh-diner-pub
Farrell's Bar & Grill,Windsor Terrace,Brooklyn,,,"DOHMH American; 215 Prospect Park West, 11215",dohmh-diner-pub
Feeney's Pub,Sunset Park West,Brooklyn,,,"DOHMH American; 6201 5 Avenue, 11220",dohmh-diner-pub
Fifth Ave Diner,Park Slope-Gowanus,Brooklyn,,https://www.grubhub.com/restaurant/5th-ave-diner-432-5th-ave-brooklyn/949946,"DOHMH American; 432 5 Avenue, 11215 | web check 2026-09-24",dohmh-diner-pub
Flat Out Burger,Stuyvesant Heights,Brooklyn,https://flatoutburger.com/,https://flatoutburger.com/,"DOHMH Hamburgers; 199 Malcolm X Boulevard, 11221 | web check 2026-09-24",dohmh-hamburgers
Floridian Diner,Flatlands,Brooklyn,https://floridianplazadiner.com/,https://order.floridianplazadiner.com/restaurant/order-online-15090.html,"DOHMH American; 2301 Flatbush Avenue, 11234 | web check 2026-09-24",dohmh-diner-pub
Fort Hamilton Diner,Bay Ridge,Brooklyn,https://forthamiltondiner.com/,https://forthamiltondiner.com/restaurant/order-online-357.html,"DOHMH American; 9502 Fourth Avenue, 11209 | web check 2026-09-24",dohmh-diner-pub
Fourth Avenue Pub,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn,https://www.fourthavenuepub.com/,,"DOHMH American; 76 4 Avenue, 11217 | web check 2026-09-24",dohmh-diner-pub
Georges Luncheonette,Flatlands,Brooklyn,,,"DOHMH American; 2157 Utica Avenue, 11234",dohmh-diner-pub
Gil's Grill and Deli,Borough Park,Brooklyn,,,"DOHMH American; 3411 14 Avenue, 11218",dohmh-diner-pub
Good Ol Days Diner,Stuyvesant Heights,Brooklyn,https://goodoldaysdiner.com/,https://goodoldaysdiner.com/food-menu,"DOHMH American; 212 Patchen Avenue, 11233 | web check 2026-09-24",dohmh-diner-pub
Gourmet Grill,Georgetown-Marine Park-Bergen Beach-Mill Basin,Brooklyn,https://www.gourmetgrillbrooklyn.com/,https://www.gourmetgrillbrooklyn.com/menu,"DOHMH American; 6334 Avenue n, 11234 | web check 2026-09-24",dohmh-diner-pub
Grand Canyon Diner,Park Slope-Gowanus,Brooklyn,https://grandcr.com/,https://grandcr.com/food-menu,"DOHMH American; 179 7 Avenue, 11215 | web check 2026-09-24",dohmh-diner-pub
Gus' American Grill,Bensonhurst West,Brooklyn,,https://www.allmenus.com/ny/brooklyn/477948-guss-american-grill/menu/,"DOHMH American; 7206 New Utrecht Avenue, 11228 | web check 2026-09-24",dohmh-diner-pub
Ha-Weeda Tavern,Sunset Park West,Brooklyn,,https://www.grubhub.com/restaurant/ha-weeda-tavern-4575-2nd-ave-brooklyn/2437380,"DOHMH American; 201 46 Street, 11220 | web check 2026-09-24",dohmh-diner-pub
Hangover Burger,Bensonhurst West,Brooklyn,,https://www.grubhub.com/restaurant/hangover-burger-2013-86th-st-brooklyn/15048784,"DOHMH American; 2013 86 Street, 11214 | web check 2026-09-24",dohmh-diner-pub
Henry Street Ale House,Brooklyn Heights-Cobble Hill,Brooklyn,https://henrystreetalehouse.com/,https://henry-street-ale-house.square.site/,"DOHMH American; 62 Henry Street, 11201 | web check 2026-09-24",dohmh-diner-pub
Herbie's Burgers,Williamsburg,Brooklyn,https://www.herbiesburgers.com/,https://order.herbiesburgers.com/r/67459/pickup,"DOHMH Hamburgers; 196 Roebling Street, 11211 | web check 2026-09-24",dohmh-hamburgers
